brand,name,weight,price
BROOKDALE,"Original Sloppy Joe Sauce, 15 oz",15 oz,$0.95
SPECIALLY SELECTED,"Mac & Cheese Pesto Pasta, 6.5 oz",6.5 oz,$2.75
SPECIALLY SELECTED,"Dark Morello Sour Cherries in Syrup, 24 oz",24 oz,$4.09
SPECIALLY SELECTED,"Blackberry Fruit Spread with 75% Fruit, 9.95 oz",9.95 oz,$2.75
SPECIALLY SELECTED,"Strawberry Fruit Spread with 75% Fruit, 9.95 oz",9.95 oz,$2.75
CARLINI,"Toasted Sesame Oil, 16.9 fl oz",16.9 fl oz,$5.39
SPECIALLY SELECTED,"Raspberry Fruit Spread with 75% Fruit, 9.95 oz",9.95 oz,$2.75
BAKER'S CORNER,"Vanilla Almond Bark, 24 oz",24 oz,$4.19
HAPPY HARVEST,"Sliced Pickled Beets, 16 oz",16 oz,$1.95
BAKER'S CORNER,"Banana Quick Bread Mix, 14 oz",14 oz,$2.15
CHEF'S CUPBOARD,"French Fried Onions, 6 oz",6 oz,$2.05
HAPPY HARVEST,"Whole Pickled Beets, 16 oz",16 oz,$1.95
BURMAN'S,"Olive Oil Mayonnaise, 30 fl oz",30 fl oz,$3.29
BURMAN'S,"Cocktail Sauce, 12 oz",12 oz,$1.65
REGGANO,"Oven Ready Lasagna Noodles, 12 oz",12 oz,$1.55
SPECIALLY SELECTED,"Raw Honey, 24 oz",24 oz,$7.15
SPECIALLY SELECTED,"Pure Maple Syrup, 12.5 fl oz",12.5 fl oz,$5.49
DAKOTA'S PRIDE,"Canned Garbanzo Beans Chick Peas, 15.5 oz",15.5 oz,$0.85
STONEMILL,"Ground Cumin, 2 oz",2 oz,$1.09
PRIANO,"Marinara Sauce, 24 oz",24 oz,$3.19
BETTY CROCKER,Blue Cookie Icing,7 oz,$0.95
CHEF'S CUPBOARD,"Onion Recipe, Soup & Dip Mix, 2 oz",2 oz,$0.65
CHEESE CLUB,"Express Mac and Cheese Cups, 4 count",8.2 oz,$4.09
BAKER'S CORNER,"Apple Cinnamon Quick Bread Mix, 14.5 oz",13 oz,$2.15
BETTY CROCKER,"Bisquick Pancake & Baking Mix, 40 oz",40 oz,$4.29
SPECIALLY SELECTED,"Cheese Pairing Spread Set, 22 oz",22 oz,$7.69
BETTY CROCKER,"White Cookie Icing, 7 oz",7 oz,$0.95
STONEMILL,"Ranch Popcorn Seasoning, 2.7 oz",2.7 oz,$2.29
PANERA BREAD,"Gluten Free Baked Potato Soup, 10 oz",10 oz,$3.55
SPECIALLY SELECTED,"Giardiniera Pasta Sauce, 24 oz",24 oz,$3.95
BETTY CROCKER,"Red Cookie Icing, 7 oz",7 oz,$0.95
STONEMILL,"Nacho Cheddar Popcorn Seasoning, 2.85 oz",2.85 oz,$2.29
CHEF'S CUPBOARD,"Instant Mashed Potatoes, 13.75 oz",13.75 oz,$1.45
SPECIALLY SELECTED,"Kale Pesto Pasta Sauce, 24 oz",24 oz,$3.95
SPECIALLY SELECTED,"Truffle & Porcini Mushroom Macaroni & Cheese, 6.5 oz",6.5 oz,$2.75
SWEET HARVEST,"Peach Slices in 100% Juice, 15 oz",15 oz,$1.45
SPECIALLY SELECTED,"Tomato Parmesan Bisque Soup, 24 oz",24 oz,$3.09
SPECIALLY SELECTED,"Smoked Gouda Macaroni & Cheese, 6.5 oz",6.5 oz,$2.75
BETTY CROCKER,"Green Cookie Icing, 7 oz",7 oz,$0.95
CHEF'S CUPBOARD,"Sage and Onion Hawaiian Stuffing, 6 oz",6 oz,$0.65
CHEF'S CUPBOARD,"Classic Hawaiian Stuffing, 6 oz",6 oz,$0.65
SPECIALLY SELECTED,"Roasted Garlic Sauce, 24 oz",24 oz,$3.95
SPECIALLY SELECTED,"Creamy Swiss Parmesan Potatoes, 6.8 oz",6.77 oz,$1.09
SPECIALLY SELECTED,"Applewood Smoked Cheddar & Bacon Potatoes, 6.6 oz",6.56 oz,$1.09
SPECIALLY SELECTED,Mediterranean Herb Cheddar Potatoes,6.7 oz,$1.09
FUSIA,"Pad Thai Rice Noodle Soup Bowl, 3.53 oz",3.5 oz,$1.75
FUSIA,"Green Curry Rice Noodle Soup Bowl, 3.5 oz",3.5 oz,$1.75
FUSIA,"Red Curry Rice Noodle Soup Bowl, 3.5 oz",3.5 oz,$1.75
SPECIALLY SELECTED,"Southwest Black Bean Soup, 24 oz",24 oz,$3.09
SPECIALLY SELECTED,"Hearty Vegetable Soup, 24 oz",24 oz,$3.09
BURMAN'S,"Sweet & Heat Mustard, 12 oz",12 oz,$0.99
SPECIALLY SELECTED,"Acacia Honey with Honeycomb, 12 oz",12 oz,$7.39
BURMAN'S,"Soy Sauce, 15 fl oz",15 fl oz,$1.75
SPECIALLY SELECTED,"Arrabbiata Spaghetti, 16 oz",16 oz,$3.79
SPECIALLY SELECTED,"Al Limone Spaghetti, 16 oz",16 oz,$3.79
REGGANO,"Cavatappi, 16 oz",16 oz,$1.09
ON THE BORDER,Queso Flavored Café Style Tortilla Chips,9.5 oz,$2.79
PILLSBURY,"Cream Cheese Frosting, 16 oz",,$1.65
PILLSBURY,"Vanilla Frosting , 16 oz",,$1.65
PILLSBURY,"Chocolate Fudge Frosting, 16 oz",,$1.65
EARTHLY GRAINS,"White Basmati Rice, 32 oz",2 lb.,$4.29
REESE'S,"Peanut Butter Chips, 10 oz",10 oz,$1.39
CAMPFIRE,"Gluten & Fat Free Egg Shaped Marshmallows, 10 oz",10 oz,$1.89
ON THE BORDER,Gluten Free Salsa Flavored Café Style Tortilla Chips,9.5 oz,$2.79
CHEF'S CUPBOARD,"3 Bean Chili Soup Mix, 8.8 oz",8.8 oz,$2.35
CHEF'S CUPBOARD,"Rich & Creamy Potato Soup Mix, 11 oz",10.5 oz,$2.35
CHEF'S CUPBOARD,"Cheddar Broccoli Soup Mix, 11.2 oz",10.6 oz,$2.35
CHEF'S CUPBOARD,"Chicken Noodle Soup Mix, 8.4 oz",8.4 oz,$2.35
CHEF'S CUPBOARD,"Cornbread Stuffing Mix, 6 oz",6 oz,$1.05
MILLVILLE,"Carrot Cake Pancake Mix, 16.9 oz",16.9 oz.,$3.99
MILLVILLE,"Raspberries n Cream Pancake Mix, 15.9 oz",15.9 oz,$3.99
KNORR,Granulated Bouillon,32 oz,$5.49
PROGRESSO,"Classic Chicken Broth, 32 oz",32 oz,$1.65
CHEF'S CUPBOARD,Chunky Steak and Potato Soup,18.8 oz,$1.09
CHEF'S CUPBOARD,Chicken Pot Pie Soup,18.8 oz,$1.09
TUSCAN GARDEN,"Bacon Ranch Dressing, 20 fl oz",20 fl oz,$1.45
TUSCAN GARDEN,"Garlic Ranch Dressing, 20 fl oz",20 fl oz,$1.45
TUSCAN GARDEN,"Parmesan Ranch Dressing, 20 fl oz",20 fl oz,$1.45
SPECIALLY SELECTED,Swiss Parmesan Potatoes,6.77 oz,$1.09
SPECIALLY SELECTED,Applewood Smoked Cheddar & Bacon Deluxe Cheesy Potatoes,6.56 oz,$1.09
SPECIALLY SELECTED,Mediterranean Herb Cheddar Potatoes,6.7 oz,$1.09
BURMAN'S,"Sweet Honey Dijon Mustard, 12 oz",12 oz,$0.99
BURMAN'S,Dill Pickle Mustard,12 oz,$0.99
