brand,name,weight,price
FRIENDLY FARMS,"Nonfat Plain Greek Yogurt, 32 oz",32 oz,$3.09
SIMPLY NATURE,"Organic Blue Corn Tortilla Chips, 8.25 oz",8.25 oz,$2.55
SIMPLY NATURE,"Organic Multigrain Tortilla Chips, 8.25 oz",8.25 oz,$2.55
SIMPLY NATURE,"Organic Oats and Flax Instant Oatmeal Packets, 8 count",11.29 oz,$2.95
SIMPLY NATURE,"Organic Chopped Kale, 12 oz",12 oz,$3.85
NATURE'S NECTAR,"Pulp Free Orange Juice, 52 fl oz",52 fl oz,$4.15
SIMPLY NATURE,"Organic Apple Cinnamon Instant Oatmeal Packets, 8 count",11.29 oz,$2.95
SIMPLY NATURE,"Organic Grass Fed 85% Lean Ground Beef, 1 lb",1 lb,$6.59
SIMPLY NATURE,"Organic Arugula and Spinach Mix, 5 oz",5 oz,$2.85
SIMPLY NATURE,"Organic Original Unsweetened Almondmilk, 64 fl oz",64 fl oz,$3.75
SPECIALLY SELECTED,"Raw Honey, 24 oz",24 oz,$7.15
SIMPLY NATURE,"Organic Spring Mix, 16 oz",16 oz,$5.39
VITALIFE,"Elderberry Shot, 2 fl oz",2 fl oz,$1.89
,"Baby Peeled Carrots, 16 oz",16 oz,$1.09
,"Celery, each",1 each,$2.05
SIMPLY NATURE,"Organic Grass Fed 93% Lean Ground Beef, 1 lb",1 lb,$8.05
BOLTHOUSE FARMS,"Strawberry Banana Smoothie, 52 fl oz",52 fl oz,$6.59
SIMPLY NATURE,Organic Chicken Breast Strips,1.25 lb,$9.11
SIMPLY NATURE,"Organic Thin Sliced Chicken Breast Fillets, per lb",1.25 lb,$8.11
VITALIFE,"Organic Vitamin C Shot, 2 fl oz",2 fl oz,$1.89
SIMPLY NATURE,"Organic Chicken Breasts, per lb",1 lb,$5.79
BOLTHOUSE FARMS,"Green Goodness Smoothie, 52 fl oz",52 fl oz,$6.59
,"Atlantic Salmon Portions, per lb",1 lb,$8.99
BREAKFAST BEST,"Buttermilk & Vanilla Protein Waffle, 13.4 oz",13.4 oz,$3.95
SIMPLY NATURE,"Organic Maple Brown Sugar Instant Oatmeal, 8 count",11.29 oz,$2.95
BURMAN'S,"Soy Sauce, 15 fl oz",15 fl oz,$1.75
VITALIFE,"Vitamin B Shot With Mixed Berries, 2 fl oz bottle",2 fl oz,$1.89
CLANCY'S,"Gluten Free Tortilla Chips with Sea Salt, 5 oz",5 oz,$3.55
CLANCY'S,"Gluten Free Lime Tortilla Chips, 5 oz",5 oz,$3.55
CLANCY'S,"Teriyaki Roasted Seaweed Snacks, 3 Pack",0.51 oz,$2.19
CLANCY'S,"Sea Salt & Vinegar Avocado Oil Kettle Chips, 5 oz",5 oz,$3.09
CLANCY'S,"Chipotle BBQ Avocado Oil Kettle Chips, 5 oz",5 oz,$3.09
PURAQUA,"White Peach Strawberry Prebiotic Collagen Drink Mix Sticks, 6 Count",3.18 oz,$5.39
PURAQUA,"Passion Fruit Prebiotic Collagen Drink Mix Sticks, 6 Count",3.18 oz,$5.39
PURAQUA,"Fruit Punch Prebiotic Collagen Drink Mix Sticks, 6 Count",3.18 oz,$5.39
NATURE'S NATURE,"Organic Pressed Coconut Water, 16.9 fl oz",,$2.19
SUMMIT,"Popz Berry Blast Flavored Prebiotic Soda, 12 fl oz",12 fl oz,$1.65
SUMMIT,"Popz Orange Mandarin Flavored Prebiotic Soda, 12 fl oz",12 fl oz,$1.65
SUMMIT,"Popz Passionfruit Guava Flavored Prebiotic Soda, 12 fl oz",12 fl oz,$1.65
SOUTHERN GROVE,"Gluten Free Ginger Cranberry Coconut Clusters, 8 oz",,$6.05
SOUTHERN GROVE,"Gluten Free Ginger Mango Coconut Clusters, 8 oz",,$6.05
SOUTHERN GROVE,"Gluten Free Omega Trail Mix - 8 count, 1.5 oz pouch",12 oz,$6.59
SOUTHERN GROVE,"Gluten Free Trail Mix - 8 pack, 1.5 oz pouch",12 oz,$6.59
SAVORITZ,"Nordic Sourdough Sea Salt Crackers, 4.58 oz",4.58 oz,$3.29
SAVORITZ,"Nordic Sourdough Jalapeno Crackers, 4.58 oz",4.58 oz,$3.29
CLANCY'S,"Gluten Free Lightly Salted Pea Crisps, 3.3 oz",3.3 oz,$2.19
CLANCY'S,Gluten Free Sour Cream & Onion Flavored Lentil Loops,3.3 oz,$2.19
