brand,name,weight,price
FRIENDLY FARMS,"Plain Whole Milk Greek Yogurt, 32 oz",32 oz,$4.09
FRIENDLY FARMS,"Nonfat Plain Greek Yogurt, 32 oz",32 oz,$3.55
HAPPY FARMS,"Swiss Almond Spreadable Cheese Cup, 12.9 oz",14 oz,$4.39
EMPORIUM SELECTION,"Sharp Cheddar Cheese Spread, 6.5 oz",6.5 oz,$3.85
EMPORIUM SELECTION,"Garlic & Herb Gourmet Spreadable Cheese, 6.5 oz",6.5 oz,$3.85
EMPORIUM SELECTION,"Peppercorn Parmesan Cheese Spread, 6.5 oz",6.5 oz,$3.85
FRIENDLY FARMS,"Nonfat Vanilla Yogurt, 32 oz",32 oz,$2.85
EMPORIUM SELECTION,"Champagne Cheddar Cheese, 5.3 oz",5.3 oz,$5.29
FRIENDLY FARMS,"Low-fat Strawberry Yogurt, 6 oz",6 oz,$0.59
FRIENDLY FARMS,"Nonfat Plain Yogurt, 32 oz",32 oz,$2.85
SIMPLY NATURE,"Organic Salted Butter, 16 oz",16 oz,$6.85
EMPORIUM SELECTION,"Truffle Cheddar Cheese, 5.3 oz",5.3 oz,$5.29
EMPORIUM SELECTION,"Asiago Cheese Wedge, 8 oz",8 oz,$4.85
EMPORIUM SELECTION,"Traditional Feta Cheese Block, 8 oz",8 oz,$3.85
EMPORIUM SELECTION,"Specialty Shredded Gouda Cheese, 8 oz",8 oz,$2.99
SIMPLY NATURE,"Organic Whole Milk, 64 fl oz",64 fl oz,$4.25
EMPORIUM SELECTION,"Fresh Mozzarella Pre-Sliced Log, 8 oz",8 oz,$3.75
SIMPLY NATURE,"Organic Original Unsweetened Almondmilk, 64 fl oz",64 fl oz,$3.75
EMPORIUM SELECTION,"Aged Reserve White Cheddar Cheese, 10 oz",10 oz,$2.49
SIMPLY NATURE,"Organic Whole Omega-3 Milk, 64 fl oz",64 fl oz,$4.59
BARISSIMO,"Sugar Free French Vanilla Coffee Creamer, 32 fl oz",32 fl oz,$3.05
BARISSIMO,"Mocha Iced Coffee, 64 fl oz",64 fl oz,$4.29
FRIENDLY FARMS,"Vanilla Almondmilk, 64 fl oz",64 fl oz,$2.45
COUNTRYSIDE CREAMERY,"Spreadable Irish Butter with Canola Oil, 7.5 oz",7.5 oz,$4.19
EMPORIUM SELECTION,"Plain Havarti Cheese, 8 oz",8 oz,$3.19
REGGANO,"Grated Parmesan and Romano Cheese, 8 oz",8 oz,$3.25
HAPPY FARMS,"Shredded Mild Cheddar Cheese, 16 oz",16 oz,$3.65
HAPPY FARMS,"Deli Sliced Medium Cheddar Cheese, 8 oz",8 oz,$1.75
SPECIALLY SELECTED,"Honey Vanilla Indulgent Greek Yogurt, 32 oz",32 oz,$4.09
GOLDHEN,"Free Range Large Brown Grade A Eggs, 12 count",12 ct,$5.05
BARISSIMO,"Sugar Free Hazelnut Coffee Creamer, 32 fl oz",32 fl oz,$3.05
SIMPLY NATURE,"Organic Whole Milk Plain Yogurt, 32 oz",32 oz,$4.39
SIMPLY NATURE,"Organic Whole Milk Vanilla Yogurt, 32 oz",32 oz,$4.39
BARISSIMO,"French Vanilla Coffee Creamer, 32 fl oz",32 fl oz,$3.05
FRIENDLY FARMS,"Whipped Dairy Topping, 13 oz",13 oz,$2.19
HAPPY FARMS,"Sharp Cheddar Spreadable Cheese with Almonds, 6 oz",10 oz,$2.75
SIMPLY NATURE,"Original Organic Soymilk, 64 fl oz",64 fl oz,$3.65
FRIENDLY FARMS,"Lowfat Cherry Yogurt, 6 oz",6 oz,$0.59
FRIENDLY FARMS,"Lowfat Blueberry Yogurt, 6 oz",6 oz,$0.59
FRIENDLY FARMS,"Lowfat Raspberry Yogurt, 6 oz",6 oz,$0.59
HAPPY FARMS,"Mozzarella Cheese Block, 8 oz",8 oz,$1.99
EMPORIUM SELECTION,"Fresh Mozzarella Ball, 8 oz",8 oz,$3.75
FRIENDLY FARMS,"Fat Free Half & Half, 32 fl oz",32 fl oz,$2.95
FRIENDLY FARMS,"Half & Half Creamer, 32 fl oz",32 fl oz,$2.95
HAPPY FARMS,"Mild Cheddar Cheese Cubes, 8 oz",8 oz,$2.09
HAPPY FARMS,"Whipped Cream Cheese Spread, 8 oz",8 oz,$2.09
FRIENDLY FARMS,"Low-fat Strawberry Banana Yogurt, 6 oz",6 oz,$0.59
FRIENDLY FARMS,"Lowfat Peach Yogurt, 6 oz",6 oz,$0.59
EMPORIUM SELECTION,"Garlic and Herb Goat Cheese Log, 4 oz",4 oz,$1.99
SPECIALLY SELECTED,"Le Gruyere Cheese, 6 oz",6 oz,$6.59
EMPORIUM SELECTION,"Brie Cheese Round, 8 oz",8 oz,$4.39
HAPPY FARMS,"Wisconsin Extra Sharp Cheddar Cheese Block, 8 oz",8 oz,$1.99
EMPORIUM SELECTION,"Cranberry Cinnamon Flavored Goat Cheese Log, 6 oz",6 oz,$3.49
FRIENDLY FARMS,"Light Sour Cream, 16 oz",16 oz,$1.99
HAPPY FARMS,"2% Milk Reduced Fat American Cheese Singles, 16 count",10.67 oz,$2.05
FRIENDLY FARMS,"2% Lactose Free Milk, 64 fl oz",64 fl oz,$3.29
FRIENDLY FARMS,"1% Milk, 64 fl oz",0.5 gal,$1.49
EMPORIUM SELECTION,"Horseradish Cheddar Cheese Spread, 6.5 oz",6.5 oz,$3.85
HAPPY FARMS,"Sharp Cheddar Cheese Block, 8 oz",8 oz,$1.99
HAPPY FARMS,"Deli Sliced Mild Cheddar Cheese, 8 oz",8 oz,$1.75
HAPPY FARMS,"Deli Sliced Pepper Jack Cheese, 7.5 oz",7.5 oz,$1.75
HAPPY FARMS,"Deli Sliced Muenster Cheese, 8 oz",8 oz,$1.75
HAPPY FARMS,"Deli Sliced Swiss Cheese, 7 oz",7 oz,$1.75
HAPPY FARMS,"Deli Sliced Provolone Cheese, 8 oz",8 oz,$1.75
FRIENDLY FARMS,"2% Milk, 64 fl oz",0.5 gal,$1.49
FRIENDLY FARMS,"2% Milk, 1 gal",1 gal,$2.49
HAPPY FARMS,"Mozzarella String Cheese, 12 count",12 oz,$3.45
EMPORIUM SELECTION,"Original Crumbled Goat Cheese, 4 oz",4 oz,$3.55
EMPORIUM SELECTION,"Blue Cheese Crumbles, 5 oz",5 oz,$3.65
HAPPY FARMS,"Pepper Jack Cheese Block, 8 oz",8 oz,$1.99
HAPPY FARMS,"Swiss Cheese Singles, 16 count",12 oz,$2.45
EMPORIUM SELECTION,"Feta Cheese Crumbles, 4 oz",4 oz,$2.09
HAPPY FARMS,"Shredded 2% Milk Reduced Fat Mexican Style Cheese Blend, 11 oz",11 oz,$2.85
REGGANO,"Grated Parmesan Cheese, 8 oz",8 oz,$3.25
EMPORIUM SELECTION,"Shredded Parmesan Cheese, 5 oz",5 oz,$3.09
COUNTRYSIDE CREAMERY,"Salted Butter Sticks, 1 lb",16 oz,$3.49
COUNTRYSIDE CREAMERY,"Homestyle Spread, 45 oz",45 oz,$5.49
COUNTRYSIDE CREAMERY,"Tastes Like Butter Vegetable Oil Spread, 15 oz",15 oz,$3.25
BARISSIMO,"Italian Sweet Cream Coffee Creamer, 32 fl oz",32 fl oz,$3.05
EMPORIUM SELECTION,"Dill Havarti Cheese, 8 oz",8 oz,$3.19
BARISSIMO,"Hazelnut Coffee Creamer, 32 fl oz",32 fl oz,$3.05
FRIENDLY FARMS,"Low Fat Small Curd Cottage Cheese, 24 oz",24 oz,$3.15
EMPORIUM SELECTION,"Plain Goat Cheese Log, 4 oz",4 oz,$1.99
EMPORIUM SELECTION,"Pepperoni Marinara Semi-Soft Hand Crafted Cheese, 8 oz",8 oz,$3.45
EMPORIUM SELECTION,"Honey Goat Cheese Log, 4 oz",4 oz,$1.99
HAPPY FARMS,"Deli Sliced Sharp Cheddar Cheese, 8 oz",8 oz,$1.75
HAPPY FARMS,"Strawberry Soft Spread Cream Cheese, 8 oz",8 oz,$2.09
HAPPY FARMS,"Port Wine Spreadable Cheese with Almond, 6 oz",10 oz,$2.75
EMPORIUM SELECTION,"Cranberry White Cheddar Cheese, 8 oz",8 oz,$3.29
PUEBLO LINDO,"Grated Cotija Cheese, 1 lb",16 oz,$3.85
PUEBLO LINDO,"Shredded Mexican Style Quesadilla Cheese, 1 lb",16 oz,$3.85
HAPPY FARMS,"Mild Cheddar Shredded Cheese, 32 oz",32 oz,$7.55
HAPPY FARMS,"Mozzarella Shredded Cheese, 32 oz",32 oz,$7.55
HAPPY FARMS,"Swiss Cheese Block, 8 oz",8 oz,$1.99
EMPORIUM SELECTION,"Deli Sliced Havarti Cheese, 10 count",7 oz,$1.75
FRIENDLY FARMS,"Whole Milk, 1 gal",1 gal,$2.49
GOLDHEN,"Grade A Large White Eggs, 1 dozen",12 ct,$2.19
HAPPY FARMS,"Port Wine Spreadable Cheese Cup, 11.7 oz",14 oz,$4.39
FRIENDLY FARMS,"1% Milk, 1 gal",1 gal,$2.49
FRIENDLY FARMS,"Skim Milk, 64 fl oz",0.5 gal,$1.49
HAPPY FARMS,"Plain Soft Spread Cream Cheese, 8 oz",8 oz,$2.09
HAPPY FARMS,"Colby Jack Cheese Cubes, 8 oz",8 oz,$2.09
HAPPY FARMS,"Deli Sliced Mozzarella Cheese, 8 oz",8 oz,$1.75
EMPORIUM SELECTION,"Deli Sliced Gouda Cheese, 10 count",7 oz,$1.75
HAPPY FARMS,"Shredded Sharp Cheddar Cheese, 12 oz",12 oz,$2.85
HAPPY FARMS,"Shredded Colby Jack Cheese, 12 oz",12 oz,$2.85
HAPPY FARMS,"Monterey Jack Cheese Block, 8 oz",8 oz,$1.99
HAPPY FARMS,"Colby Cheese Block, 8 oz",8 oz,$1.99
HAPPY FARMS,"Colby Jack Cheese Block, 8 oz",8 oz,$1.99
HAPPY FARMS,"Mild Cheddar Cheese Block, 8 oz",8 oz,$1.99
BAKER'S CORNER,"Evaporated Milk, 12 fl oz",12 fl oz,$0.95
HAPPY FARMS,"Deli Sliced Colby Jack Cheese, 7.5 oz",7.5 oz,$1.75
EMPORIUM SELECTION,"Parmesan Cheese Wedge, 8 oz",8 oz,$4.85
FRIENDLY FARMS,"Whole Milk, 0.5 gal",0.5 gal,$1.49
FRIENDLY FARMS,"Low Fat Chocolate Milk, 64 fl oz",0.5 gal,$1.69
HAPPY FARMS,"Pumpkin Spice Cream Cheese, 8 oz",8 oz,$2.09
PUEBLO LINDO,"Queso Fresco Cheese, 10 oz",10 oz,$2.95
BAKER'S CORNER,"Sweetened Condensed Milk, 14 oz",14 oz,$1.89
HAPPY FARMS,"Sharp Cheddar Spreadable Cheese Cup, 11.7 oz",14 oz,$4.39
COUNTRYSIDE CREAMERY,"Unsalted Butter Sticks, 1 lb",16 oz,$3.49
CLANCY'S,"Cheese Melt, 32 oz",32 oz,$5.19
HAPPY FARMS,"Shredded Mexican Cheese, 12 oz",12 oz,$2.85
HAPPY FARMS,"Cream Cheese, 8 oz",8 oz,$1.65
HAPPY FARMS,"Neufchatel Cheese, 8 oz",8 oz,$1.65
FRIENDLY FARMS,"Regular Small Curd Cottage Cheese, 24 oz",24 oz,$3.15
FRIENDLY FARMS,"Sour Cream, 16 oz",16 oz,$1.99
SIMPLY NATURE,"Organic Original Unsweetened Almondmilk, 64 fl oz",64 fl oz,$3.75
FRIENDLY FARMS,"Lactose Free Whole Milk, 64 fl oz",64 fl oz,$3.29
HAPPY FARMS,"Salted Caramel Cream Cheese, 8 oz",8 oz,$2.09
CASA MAMITA,"Salsa Con Queso, 15 oz",15 oz,$2.45
HAPPY FARMS,"American Cheese Singles, 16 count",12 oz,$2.05
HAPPY FARMS,"Shredded 2% Milk Reduced Fat Sharp Cheddar Cheese, 11 oz",11 oz,$2.85
HAPPY FARMS,"Light Mozzarella String Cheese, 10 oz",10 oz,$3.45
EMPORIUM SELECTION,"Jalapeño Havarti Cheese, 8 oz",8 oz,$3.19
FRIENDLY FARMS,"Nonfat Vanilla Blended Greek Yogurt, 32 oz",32 oz,$3.55
FRIENDLY FARMS,"Vanilla Unsweetened Almondmilk, 64 fl oz",64 fl oz,$2.45
BARISSIMO,"Original Coffee Creamer, 16 oz",16 oz,$3.75
FRIENDLY FARMS,"Original Almondmilk, 64 fl oz",64 fl oz,$2.45
EMPORIUM SELECTION,"Feta Traditional Cheese, 8 oz",8 oz,$3.85
SIMPLY NATURE,"Shredded Organic Mexican Cheese Blend, 6 oz",6 oz,$3.09
FRIENDLY FARMS,"Original Coconutmilk, 64 fl oz",64 fl oz,$3.85
FRIENDLY FARMS,"Original Unsweetened Almondmilk, 64 fl oz",64 fl oz,$2.45
EMPORIUM SELECTION,"Blueberry Vanilla Flavored Goat Cheese Log, 6 oz",6 oz,$3.49
COUNTRYSIDE CREAMERY,"Spreadable Butter with Canola Oil, 15 oz",15 oz.,$4.25
HAPPY FARMS,"Colby Jack Cheese Snack Sticks, 9 oz",9 oz,$2.75
EMPORIUM SELECTION,"Borgonzola Soft Cheese, 9 oz",9 oz,$4.75
COUNTRYSIDE CREAMERY,"Spreadable Butter Light, 15 oz",15 oz.,$4.25
EMPORIUM SELECTION,"Camembert Soft Cheese, 7 oz",7 oz,$4.75
HAPPY FARMS,"Onion and Chive Soft Spread Cream Cheese, 8 oz",8 oz,$2.09
SIMPLY NATURE,"Organic Cage Free Brown Eggs, 1 dozen",12 ct,$5.35
SIMPLY NATURE,"Organic Whole Milk Plain Greek Yogurt, 32 oz",32 oz,$6.95
SIMPLY NATURE,"Organic Whole Milk Vanilla Bean Greek Yogurt, 32 oz",32 oz,$6.95
SIMPLY NATURE,"Organic 2% Milk, 64 fl oz",64 fl oz,$4.25
BARISSIMO,"Caramel Macchiato Coffee Creamer, 32 fl oz",32 fl oz,$3.05
EMPORIUM SELECTION,"White Stilton with Mango and Ginger Cheese, 5.3 oz",5.3 oz,$4.19
EMPORIUM SELECTION,"Specialty Shredded Swiss and Gruyere Cheese, 8 oz",8 oz,$2.99
EMPORIUM SELECTION,"Tomato and Basil Feta Cheese Block, 8 oz",8 oz,$3.85
EARTH GROWN,"Vegan Cheddar Style Shreds, 8 oz",8 oz,$3.75
FRIENDLY FARMS,"Heavy Whipping Cream, 32 fl oz",32 fl oz,$5.49
EMPORIUM SELECTION,"You're Cajun Me Crazy Cajun Spice Cheddar Cheese, 4 oz",4 oz,$3.85
EMPORIUM SELECTION,"Blue Stilton Cheese, 5.3 oz",5.3 oz,$4.19
FRIENDLY FARMS,"Mixed Berry Protein Blended Nonfat Greek Yogurt Cups, 4 count",4 x 5.3 oz,$4.09
HAPPY FARMS,"Mild Cheddar Cheese Snack Sticks, 9 oz",9 oz,$2.75
EMPORIUM SELECTION,"Roasted Garlic & Tomato Basil Hand Crafted Cheese, 8 oz",8 oz,$3.45
BARISSIMO,"Hazelnut Dry Coffee Creamer, 15 oz",15 oz,$3.75
HAPPY FARMS,"Thick Cut Shredded White Cheddar Cheese, 11 oz",11 oz,$2.65
FRIENDLY FARMS,"Original Oatmilk, 64 fl oz",64 fl oz,$4.39
